repo	file:line	literal	fact restated (YAML name | NEW:proposed | DERIVED:expr)	declared before this PR	note
libreac	tools/group_map_scan.c:157	b[0], b[4]	HDR_LINK_OFF;HDR_OPCODE_OFF	yes	link/opcode offsets
libreac	tools/group_map_scan.c:158	b[0]==0x01 && b[4]==0x10	LINK_CONTROL;SUB_0103_ENROLL_GROUP_MAP	yes	group map match
libreac	tools/group_map_scan.c:159	b + 5	SEG_CONT_PAYLOAD_OFF	yes	payload after opcode
libreac	tools/group_map_scan.c:167	j < 34	TYPED_BLOCK_LEN	yes	template dump
libreac	tools/group_map_scan.c:182	b[0]==0x01 && b[4]==0x01 && len==0x0019	LINK_CONTROL;SUB_0103_SLOT_MAP;LEN_SUB_CHANMAP	yes	chanmap match
libreac	tools/group_map_scan.c:183	sl < 8	CHANMAP_RECS_PER_FRAME	yes	records per frame
libreac	tools/group_map_scan.c:184	b[5 + sl * 3] == 0xfe	SEG_CONT_PAYLOAD_OFF;CHANMAP_REC_BYTES;CHANMAP_ID_IDENTITY	yes	marker record search
libreac	tools/group_map_scan.c:187	(b[4] & 0x80) && len == 0x0010	SUB_REPLY_BIT;LEN_SUB_COMMIT_REPORT	yes	box announce match
libreac	tools/group_map_scan.c:191	j = 5; j < 20	DERIVED:SEG_CONT_PAYLOAD_OFF..HDR_OPCODE_OFF+LEN_SUB_COMMIT_REPORT	derived	commit report payload cells
libreac	tools/group_map_scan.c:194	ty[0]==0xcf && ty[1]==0xea	TYPE_ANNOUNCE	yes	type word
libreac	tools/group_map_scan.c:197	b[16]	NEW:REAC_ANNOUNCE_BOX_WIDTH_OFF	no	cfea block[16] box_in_width; tool comment template[18]
libreac	tools/group_map_scan.c:231	j = 2; j < 12	NEW:REAC_ENROLL_GROUPS_OFF (block 7); DERIVED:LEN_SUB_ENROLL_GROUP_MAP-1	no	scans 10 cells; YAML ENROLL_GROUPS=5, check
libreac	tools/group_map_scan.c:232	0x41	ENROLL_GROUP_IN	yes	input group code
libreac	tools/group_map_scan.c:233	0xc3	ENROLL_GROUP_OUT	yes	output group code
libreac	tools/group_map_scan.c:237	sh[i].b[1]	NEW:REAC_ENROLL_PACE_OFF	no	group map console/pace byte block[6] = ENROLL[8]; YAML prose
libreac	tools/m200-compare.sh:53	ETHERTYPE=0x8819	ETHERTYPE	yes	tcpdump filter; comment cites reac.ksy
libreac	tools/pace-compare.sh:57	FPS=8000	DERIVED:NEW:REAC_RATE_96K/SAMPLES_PER_PKT	no	default fps
libreac	tools/pace-compare.sh:145	'ether proto 0x8819'	ETHERTYPE	yes	tcpdump filter
libreac	tools/pace_hist.c:170	3675.0, 4000.0, 8000.0	DERIVED:NEW:REAC_RATE_{44K1,48K,96K}/SAMPLES_PER_PKT	no	legal packet-rate set
libreac	tools/pace_hist.c:272	16	DERIVED:HDR_COUNTER_OFF+2	derived	min REAC length
libreac	tools/pace_hist.c:370	125000	DERIVED:1e9/(NEW:REAC_RATE_96K/SAMPLES_PER_PKT)	no	self-test nominal period @8000 fps (also 125.0 in :384 :409 :428)
libreac	tools/seq_gaps.c:38	16	DERIVED:HDR_COUNTER_OFF+2	derived	min length to read counter
libreac	tools/seq_gaps.c:42	buf[14] | (buf[15] << 8)	HDR_COUNTER_OFF	yes	LE counter read by hand
libreac	tools/topo_bind_probe.c:55	#define REAC_ETHERTYPE 0x8819	ETHERTYPE	yes	local redefinition of libreac macro
libreac	tools/topo_bind_probe.c:63	f[12] = 0x88; f[13] = 0x19	ETHERTYPE	yes	ethertype bytes hand-written
libreac	tools/wire_census.c:74	18	DERIVED:TYPED_BLOCK_OFF+2	derived	min length to read type word
libreac	tools/wire_census.c:75	buf[16]==0xcd && buf[17]==0xea	TYPED_BLOCK_OFF;TYPE_CONTROL	yes	type word classify
libreac	tools/wire_census.c:76	buf[16]==0xcf && buf[17]==0xea	TYPED_BLOCK_OFF;TYPE_ANNOUNCE	yes	type word classify
libreac	tools/wire_census.c:77	buf[16]==0x00 && buf[17]==0x00	TYPED_BLOCK_OFF;TYPE_FILLER	yes	type word classify
libreac	transport/src/reac_pacer.c:219	8000	DERIVED:NEW:REAC_RATE_96K/SAMPLES_PER_PKT	no	default fps when fps<=0 (96k packet rate)
libreac	transport/src/reac_pacer.c:220	1000000000.0 / fps (comment 125000 @8000, 250000 @4000)	DERIVED:1e9/(RATE/SAMPLES_PER_PKT)	no	frame period computed; only comment restates rates
libreac	transport/src/reac_pacer.c:328	const uint8_t blk[32]	CTRL_BLOCK_LEN	yes	event-log payload sized as control block; use REAC_CTRL_BLOCK_LEN
libreac	transport/src/reac_pacer.c:340	memcpy(e->blk, blk, 32)	CTRL_BLOCK_LEN	yes	copies a whole control block into event ring
libreac	transport/src/reac_pacer.c:660	frame + 18	CTRL_BLOCK_OFF	yes	JOIN block pointer; REAC_CTRL_BLOCK_OFF used elsewhere in same file
libreac	transport/src/reac_pacer.c:673	frame + 18	CTRL_BLOCK_OFF	yes	JOIN event logs control block
libreac	transport/src/reac_pacer.c:676	frame + 18	CTRL_BLOCK_OFF	yes	BYE event logs control block
libreac	transport/src/reac_pacer.c:693	uint8_t blk[32]	CTRL_BLOCK_LEN	yes	event payload array, same 32 (also :440 :557 :1329 :1498)
libreac	transport/src/reac_pacer.c:716	const uint8_t blk[32]	CTRL_BLOCK_LEN	yes	fmt_blk prints a control block
libreac	transport/src/reac_pacer.c:718	i < 32	CTRL_BLOCK_LEN	yes	hex dump loop over control block
libreac	transport/src/reac_pacer.c:1934	8000	DERIVED:NEW:REAC_RATE_96K/SAMPLES_PER_PKT	no	default pacer fps, second copy of the 96k packet rate
libreac	transport/src/reac_rx.c:117	* 3	RESOLUTION	yes	24-bit sample stride; REAC_RESOLUTION used 37 lines above
libreac	transport/src/reac_rx.c:485	48000	NEW:REAC_RATE_48K	no	default sample rate when no traffic detected
libreac	transport/src/reac_rx.c:493	48000	NEW:REAC_RATE_48K	no	offline default sample rate
libreac	transport/src/reac_slave.c:96	0x10	HEADAMP_BASE_MULTIPLIER	yes	strap*0x10; libreac macro REAC_HEADAMP_BASE_MULTIPLIER exists
libreac	transport/src/reac_slave.c:97	16	PLACEMENT(in_ch=16)	yes	S-1608 width selects legacy base
libreac	transport/src/reac_slave.c:411	16	DERIVED:CTRL_BLOCK_LEN/2	derived	descriptor written as 16 u16 pairs over control area
libreac	transport/src/reac_slave.c:412	18	CTRL_BLOCK_OFF	yes	descriptor fill start = control block offset
libreac	transport/src/reac_slave.c:429	0x52	NEW:REAC_FILLER_DESC_REQUESTING	no	filler control-area descriptor announce->grant; box-to-box-enroll.pcap
libreac	transport/src/reac_slave.c:430	0x7a	NEW:REAC_FILLER_DESC_ESTABLISHED	no	filler descriptor after grant; box-to-box-enroll.pcap, 8691 frames
libreac	transport/src/reac_slave.c:480	frame + 16, ctl + 16, 34	TYPED_BLOCK_OFF;TYPED_BLOCK_LEN	yes	copies type word + block window [16:50]
libreac	transport/src/reac_slave.c:589	3	NEW:REAC_COLDCONNECT_BURST_RECORDS	no	burst of three distinct records (tags 0100,0000,0302), spec/reac.ksy
libreac	transport/src/reac_slave.c:622	3	NEW:REAC_COLDCONNECT_BURST_RECORDS	no	arms 3-frame burst
libreac	transport/src/reac_slave.c:653	3	NEW:REAC_COLDCONNECT_BURST_RECORDS	no	arms 3-frame burst
libreac	transport/src/reac_slave.c:755	3	NEW:REAC_COLDCONNECT_BURST_RECORDS	no	arms 3-frame burst (desk path)
libreac	transport/src/reac_topo.c:24	#define REAC_ETHERTYPE 0x8819	ETHERTYPE	yes	local redefinition of libreac macro; include reac.h instead
libreac	transport/src/reac_topo.c:25	#define VLAN_CTAG 0x8100	ETHERNET:ETH_P_8021Q	n/a	IEEE 802.1Q TPID, not a REAC fact; use linux/if_ether.h
libreac	transport/src/reac_topo.c:26	#define VLAN_STAG 0x88a8	ETHERNET:ETH_P_8021AD	n/a	IEEE 802.1ad TPID, not a REAC fact; use linux/if_ether.h
